target_chembl_id,target_organism,target_pref_name,molecule_chembl_id,molecule_pref_name,pchembl_value,standard_type,standard_relation,standard_value,standard_units,assay_chembl_id
CHEMBL3879801,,NON-PROTEIN TARGET,CHEMBL202132,PARAHYDROXYBENZYL ALCOHOL,,IC50,>,200000.0,nM,CHEMBL887673
CHEMBL3318,Agaricus bisporus,Tyrosinase,CHEMBL202132,PARAHYDROXYBENZYL ALCOHOL,,IC50,>,1000000.0,nM,CHEMBL1815476
CHEMBL359,Bacillus subtilis,Bacillus subtilis,CHEMBL14193,4-HYDROXYBENZALDEHYDE,,IC50,=,20000000.0,nM,CHEMBL650770
CHEMBL2044,Homo sapiens,Gamma-amino-N-butyrate transaminase,CHEMBL14193,4-HYDROXYBENZALDEHYDE,4.78,IC50,=,16500.0,nM,CHEMBL867027
CHEMBL1911,Homo sapiens,Succinate semialdehyde dehydrogenase,CHEMBL14193,4-HYDROXYBENZALDEHYDE,4.61,IC50,=,24700.0,nM,CHEMBL867028
CHEMBL612545,,Unchecked,CHEMBL14193,4-HYDROXYBENZALDEHYDE,,IC50,=,3120000.0,nM,CHEMBL891104
CHEMBL612545,,Unchecked,CHEMBL14193,4-HYDROXYBENZALDEHYDE,,IC50,=,323593656929.63,nM,CHEMBL891104
CHEMBL4780,Torpedo californica,Acetylcholinesterase,CHEMBL14193,4-HYDROXYBENZALDEHYDE,,IC50,>,1000000.0,nM,CHEMBL892692
CHEMBL5077,Equus caballus,Butyrylcholinesterase,CHEMBL14193,4-HYDROXYBENZALDEHYDE,,IC50,,,,CHEMBL892695
CHEMBL2044,Homo sapiens,Gamma-amino-N-butyrate transaminase,CHEMBL14193,4-HYDROXYBENZALDEHYDE,,IC50,=,4.1,ug.mL-1,CHEMBL986116
CHEMBL398,Homo sapiens,KB,CHEMBL14193,4-HYDROXYBENZALDEHYDE,,IC50,>,20.0,ug.mL-1,CHEMBL984024
CHEMBL364,Plasmodium falciparum,Plasmodium falciparum,CHEMBL14193,4-HYDROXYBENZALDEHYDE,,IC50,=,7.33,ug.mL-1,CHEMBL984025
CHEMBL364,Plasmodium falciparum,Plasmodium falciparum,CHEMBL14193,4-HYDROXYBENZALDEHYDE,,IC50,=,5.56,ug.mL-1,CHEMBL984027
CHEMBL3148,Rattus norvegicus,Gamma-amino-N-butyrate transaminase,CHEMBL14193,4-HYDROXYBENZALDEHYDE,4.78,IC50,=,16500.0,nM,CHEMBL985943
CHEMBL3318,Agaricus bisporus,Tyrosinase,CHEMBL14193,4-HYDROXYBENZALDEHYDE,,IC50,=,1120000.0,nM,CHEMBL1012868
CHEMBL3318,Agaricus bisporus,Tyrosinase,CHEMBL14193,4-HYDROXYBENZALDEHYDE,,IC50,=,1220000.0,nM,CHEMBL1041290
CHEMBL3318,Agaricus bisporus,Tyrosinase,CHEMBL14193,4-HYDROXYBENZALDEHYDE,,IC50,=,1220000.0,nM,CHEMBL1044131
CHEMBL1641356,Oryctolagus cuniculus,Aldehyde oxidase,CHEMBL14193,4-HYDROXYBENZALDEHYDE,,IC50,=,570000.0,nM,CHEMBL3051430
CHEMBL612545,,Unchecked,CHEMBL14193,4-HYDROXYBENZALDEHYDE,4.46,IC50,=,35000.0,nM,CHEMBL3051429
CHEMBL3318,Agaricus bisporus,Tyrosinase,CHEMBL14193,4-HYDROXYBENZALDEHYDE,,IC50,=,770000.0,nM,CHEMBL3051431
CHEMBL613712,,Radical scavenging activity,CHEMBL14193,4-HYDROXYBENZALDEHYDE,,IC50,>,200.0,ug.mL-1,CHEMBL2344667
CHEMBL612545,,Unchecked,CHEMBL14193,4-HYDROXYBENZALDEHYDE,,IC50,,,,CHEMBL3429257
CHEMBL392,Homo sapiens,A549,CHEMBL14193,4-HYDROXYBENZALDEHYDE,,IC50,>,10000.0,nM,CHEMBL3580330
CHEMBL385,Homo sapiens,K562,CHEMBL14193,4-HYDROXYBENZALDEHYDE,,IC50,>,10000.0,nM,CHEMBL3580331
CHEMBL3879801,,NON-PROTEIN TARGET,CHEMBL14193,4-HYDROXYBENZALDEHYDE,,IC50,>,10000.0,nM,CHEMBL3867164
CHEMBL3879801,,NON-PROTEIN TARGET,CHEMBL14193,4-HYDROXYBENZALDEHYDE,5.48,IC50,=,3300.0,nM,CHEMBL3867165
CHEMBL612545,,Unchecked,CHEMBL14193,4-HYDROXYBENZALDEHYDE,,IC50,=,475600000.0,nM,CHEMBL4193264
CHEMBL203,Homo sapiens,Epidermal growth factor receptor erbB1,CHEMBL441343,PARABEN,,IC50,,,,CHEMBL674646
CHEMBL612558,,ADMET,CHEMBL441343,PARABEN,,IC50,=,1737800.83,nM,CHEMBL637827
CHEMBL359,Bacillus subtilis,Bacillus subtilis,CHEMBL441343,PARABEN,,IC50,,,,CHEMBL650773
CHEMBL2500,Homo sapiens,Thiopurine S-methyltransferase,CHEMBL441343,PARABEN,,IC50,=,1737800.83,nM,CHEMBL814140
CHEMBL1911,Homo sapiens,Succinate semialdehyde dehydrogenase,CHEMBL441343,PARABEN,,IC50,>,1000000.0,nM,CHEMBL867028
CHEMBL2044,Homo sapiens,Gamma-amino-N-butyrate transaminase,CHEMBL441343,PARABEN,,IC50,>,1000000.0,nM,CHEMBL867027
CHEMBL398,Homo sapiens,KB,CHEMBL441343,PARABEN,,IC50,>,200000.0,nM,CHEMBL887672
CHEMBL3879801,,NON-PROTEIN TARGET,CHEMBL441343,PARABEN,,IC50,>,200000.0,nM,CHEMBL887673
CHEMBL612545,,Unchecked,CHEMBL441343,PARABEN,,IC50,=,16250000.0,nM,CHEMBL891104
CHEMBL612545,,Unchecked,CHEMBL441343,PARABEN,,IC50,=,61659500186.15,nM,CHEMBL891104
CHEMBL364,Plasmodium falciparum,Plasmodium falciparum,CHEMBL441343,PARABEN,,IC50,>,5.0,ug.mL-1,CHEMBL1005679
CHEMBL203,Homo sapiens,Epidermal growth factor receptor erbB1,CHEMBL441343,PARABEN,,IC50,=,10.0,ug.mL-1,CHEMBL941404
CHEMBL613712,,Radical scavenging activity,CHEMBL441343,PARABEN,,IC50,=,183.7,ug.mL-1,CHEMBL984566
CHEMBL614580,Homo sapiens,HT-1080,CHEMBL441343,PARABEN,,IC50,>,100000.0,nM,CHEMBL1108443
CHEMBL392,Homo sapiens,A549,CHEMBL441343,PARABEN,,IC50,>,100000.0,nM,CHEMBL1108444
CHEMBL399,Homo sapiens,HeLa,CHEMBL441343,PARABEN,4.44,IC50,=,36200.0,nM,CHEMBL1108445
CHEMBL3879801,,NON-PROTEIN TARGET,CHEMBL441343,PARABEN,4.48,IC50,=,33300.0,nM,CHEMBL1108446
CHEMBL3879801,,NON-PROTEIN TARGET,CHEMBL441343,PARABEN,4.20,IC50,=,63300.0,nM,CHEMBL1108447
CHEMBL3879801,,NON-PROTEIN TARGET,CHEMBL441343,PARABEN,,IC50,>,100000.0,nM,CHEMBL1804861
CHEMBL3879801,,NON-PROTEIN TARGET,CHEMBL441343,PARABEN,4.15,IC50,=,71000.0,nM,CHEMBL1804862
CHEMBL392,Homo sapiens,A549,CHEMBL441343,PARABEN,,IC50,>,100000.0,nM,CHEMBL1804863
CHEMBL390,Homo sapiens,PC-3,CHEMBL441343,PARABEN,,IC50,>,100000.0,nM,CHEMBL1804864
CHEMBL614919,Homo sapiens,SK-MEL-28,CHEMBL441343,PARABEN,,IC50,>,100000.0,nM,CHEMBL1804865
CHEMBL614721,Homo sapiens,LoVo,CHEMBL441343,PARABEN,4.03,IC50,=,94000.0,nM,CHEMBL1804866
CHEMBL375,Mus musculus,Mus musculus,CHEMBL441343,PARABEN,6.70,IC50,=,200.0,nM,CHEMBL1924253
CHEMBL612545,,Unchecked,CHEMBL441343,PARABEN,5.03,IC50,=,9300.0,nM,CHEMBL2168061
CHEMBL3318,Agaricus bisporus,Tyrosinase,CHEMBL441343,PARABEN,,IC50,>,100000.0,nM,CHEMBL3095776
CHEMBL612557,Mus musculus,RAW264.7,CHEMBL441343,PARABEN,4.14,IC50,=,72800.0,nM,CHEMBL3404170
CHEMBL613516,Homo sapiens,N9,CHEMBL441343,PARABEN,,IC50,>,100000.0,nM,CHEMBL4001903
CHEMBL614781,Mus musculus,BV-2,CHEMBL441343,PARABEN,,IC50,>,100000.0,nM,CHEMBL4047079
CHEMBL1973,Homo sapiens,Tyrosinase,CHEMBL441343,PARABEN,5.03,IC50,=,9350.0,nM,CHEMBL4136573
CHEMBL5493,Homo sapiens,Free fatty acid receptor 2,CHEMBL539,ACETIC ACID,,IC50,=,120000.0,nM,CHEMBL1069216
CHEMBL375,Mus musculus,Mus musculus,CHEMBL14253,ACETONE,,IC50,>,7.3,ug.mL-1,CHEMBL876002
CHEMBL612610,Influenza A virus (A/Puerto Rico/8/1934(H1N1)),Influenza A virus (A/PR/8/34(H1N1)),CHEMBL14253,ACETONE,5.12,IC50,=,7500.0,nM,CHEMBL4122449
CHEMBL391,Chlorocebus aethiops,Vero,CHEMBL1157,ADIPIC ACID,9.40,IC50,=,0.4,nM,CHEMBL815922
CHEMBL330,Rattus norvegicus,Glutamate (NMDA) receptor subunit zeta 1,CHEMBL297569,BETA-ALANINE,4.94,IC50,=,11600.0,nM,CHEMBL857545
CHEMBL5445,Mus musculus,GABA transporter 1,CHEMBL297569,BETA-ALANINE,,IC50,=,2570395.78,nM,CHEMBL1775994
CHEMBL5205,Mus musculus,GABA transporter 3,CHEMBL297569,BETA-ALANINE,,IC50,=,331131.12,nM,CHEMBL1775995
CHEMBL3699,Mus musculus,GABA transporter 4,CHEMBL297569,BETA-ALANINE,4.66,IC50,=,21877.62,nM,CHEMBL1775996
CHEMBL612545,,Unchecked,CHEMBL297569,BETA-ALANINE,4.46,IC50,=,34673.69,nM,CHEMBL1775997
CHEMBL3699,Mus musculus,GABA transporter 4,CHEMBL297569,BETA-ALANINE,4.46,IC50,=,34673.69,nM,CHEMBL2405423
CHEMBL5205,Mus musculus,GABA transporter 3,CHEMBL297569,BETA-ALANINE,4.66,IC50,=,21877.62,nM,CHEMBL2405422
CHEMBL4228,Mus musculus,GABA transporter 2,CHEMBL297569,BETA-ALANINE,,IC50,=,331131.12,nM,CHEMBL2405424
CHEMBL5445,Mus musculus,GABA transporter 1,CHEMBL297569,BETA-ALANINE,,IC50,=,2818382.93,nM,CHEMBL2405425
CHEMBL5208,Homo sapiens,GABA transporter 3,CHEMBL297569,BETA-ALANINE,4.38,IC50,=,41200.0,nM,CHEMBL2417028
CHEMBL4535,Homo sapiens,GABA transporter 2,CHEMBL297569,BETA-ALANINE,,IC50,=,209000.0,nM,CHEMBL2417029
CHEMBL5208,Homo sapiens,GABA transporter 3,CHEMBL297569,BETA-ALANINE,4.38,IC50,=,41200.0,nM,CHEMBL3363498
CHEMBL4535,Homo sapiens,GABA transporter 2,CHEMBL297569,BETA-ALANINE,,IC50,>,100000.0,nM,CHEMBL3363497
CHEMBL1973,Homo sapiens,Tyrosinase,CHEMBL15972,BENZALDEHYDE,,IC50,=,820000.0,nM,CHEMBL813550
CHEMBL5282,Homo sapiens,Cytochrome P450 2A6,CHEMBL15972,BENZALDEHYDE,5.41,IC50,=,3920.0,nM,CHEMBL832816
CHEMBL4085,Mus musculus,Cytochrome P450 2A5,CHEMBL15972,BENZALDEHYDE,5.48,IC50,=,3280.0,nM,CHEMBL832818
CHEMBL612545,,Unchecked,CHEMBL15972,BENZALDEHYDE,,IC50,=,5900000.0,nM,CHEMBL891104
CHEMBL612545,,Unchecked,CHEMBL15972,BENZALDEHYDE,,IC50,=,169824365246.17,nM,CHEMBL891104
CHEMBL1641356,Oryctolagus cuniculus,Aldehyde oxidase,CHEMBL15972,BENZALDEHYDE,,IC50,=,660000.0,nM,CHEMBL3051430
CHEMBL612545,,Unchecked,CHEMBL15972,BENZALDEHYDE,,IC50,=,260000.0,nM,CHEMBL3051429
CHEMBL3318,Agaricus bisporus,Tyrosinase,CHEMBL15972,BENZALDEHYDE,,IC50,=,177000.0,nM,CHEMBL3051431
CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,CHEMBL15972,BENZALDEHYDE,5.54,IC50,=,2900.0,nM,CHEMBL4001885
CHEMBL375,Mus musculus,Mus musculus,CHEMBL541,BENZOIC ACID,,IC50,=,16600000.0,nM,CHEMBL719971
CHEMBL612545,,Unchecked,CHEMBL541,BENZOIC ACID,,IC50,=,14200000.0,nM,CHEMBL891104
CHEMBL612545,,Unchecked,CHEMBL541,BENZOIC ACID,,IC50,=,70794578438.41,nM,CHEMBL891104
CHEMBL220,Homo sapiens,Acetylcholinesterase,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909212
CHEMBL226,Homo sapiens,Adenosine A1 receptor,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909213
CHEMBL251,Homo sapiens,Adenosine A2a receptor,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909214
CHEMBL256,Homo sapiens,Adenosine A3 receptor,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909215
CHEMBL612545,,Unchecked,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909084
CHEMBL319,Rattus norvegicus,Alpha-1a adrenergic receptor,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909085
CHEMBL315,Rattus norvegicus,Alpha-1b adrenergic receptor,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909086
CHEMBL223,Homo sapiens,Alpha-1d adrenergic receptor,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909087
CHEMBL1867,Homo sapiens,Alpha-2a adrenergic receptor,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909088
CHEMBL1942,Homo sapiens,Alpha-2b adrenergic receptor,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909089
CHEMBL1916,Homo sapiens,Alpha-2c adrenergic receptor,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909090
CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909091
CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909092
CHEMBL246,Homo sapiens,Beta-3 adrenergic receptor,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909093
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909094
CHEMBL2622,Rattus norvegicus,Aldose reductase,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909095
CHEMBL4607,Homo sapiens,Angiotensin II type 2 (AT-2) receptor,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909096
CHEMBL612545,,Unchecked,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909097
CHEMBL612545,,Unchecked,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909098
CHEMBL612545,,Unchecked,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909099
CHEMBL3157,Homo sapiens,Bradykinin B2 receptor,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909100
CHEMBL1832,Homo sapiens,Calcitonin receptor,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909101
CHEMBL612545,,Unchecked,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909102
CHEMBL612545,,Unchecked,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909103
CHEMBL612545,,Unchecked,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909121
CHEMBL218,Homo sapiens,Cannabinoid CB1 receptor,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909122
CHEMBL205,Homo sapiens,Carbonic anhydrase II,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909123
CHEMBL4015,Homo sapiens,C-C chemokine receptor type 2,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909124
CHEMBL2414,Homo sapiens,C-C chemokine receptor type 4,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909125
CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909126
CHEMBL4029,Homo sapiens,Interleukin-8 receptor A,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909127
CHEMBL2434,Homo sapiens,Interleukin-8 receptor B,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909128
CHEMBL1901,Homo sapiens,Cholecystokinin A receptor,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909129
CHEMBL221,Homo sapiens,Cyclooxygenase-1,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909130
CHEMBL230,Homo sapiens,Cyclooxygenase-2,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909131
CHEMBL3356,Homo sapiens,Cytochrome P450 1A2,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909132
CHEMBL5282,Homo sapiens,Cytochrome P450 2A6,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909133
CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909134
CHEMBL3397,Homo sapiens,Cytochrome P450 2C9,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909135
CHEMBL289,Homo sapiens,Cytochrome P450 2D6,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909136
CHEMBL5281,Homo sapiens,Cytochrome P450 2E1,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909137
CHEMBL340,Homo sapiens,Cytochrome P450 3A4,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909138
CHEMBL2056,Homo sapiens,Dopamine D1 receptor,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909139
CHEMBL217,Homo sapiens,Dopamine D2 receptor,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909140
CHEMBL234,Homo sapiens,Dopamine D3 receptor,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909141
CHEMBL219,Homo sapiens,Dopamine D4 receptor,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909142
CHEMBL238,Homo sapiens,Dopamine transporter,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909143
CHEMBL252,Homo sapiens,Endothelin receptor ET-A,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909144
CHEMBL206,Homo sapiens,Estrogen receptor alpha,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909145
CHEMBL242,Homo sapiens,Estrogen receptor beta,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909146
CHEMBL612545,,Unchecked,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909147
CHEMBL612545,,Unchecked,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909148
CHEMBL612545,,Unchecked,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909149
CHEMBL2034,Homo sapiens,Glucocorticoid receptor,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909150
CHEMBL612545,,Unchecked,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909151
CHEMBL612545,,Unchecked,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909152
CHEMBL612545,,Unchecked,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909153
CHEMBL612545,,Unchecked,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909154
CHEMBL3392921,Rattus norvegicus,Glycine receptor,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909155
CHEMBL231,Homo sapiens,Histamine H1 receptor,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909156
CHEMBL1941,Homo sapiens,Histamine H2 receptor,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909157
CHEMBL402,Homo sapiens,HMG-CoA reductase,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909158
CHEMBL612545,,Unchecked,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909159
CHEMBL5486,Rattus norvegicus,Insulin receptor,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909160
CHEMBL612545,,Unchecked,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909161
CHEMBL612545,,Unchecked,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909162
CHEMBL1909043,Cavia porcellus,Leukotriene C4 synthase,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909163
CHEMBL1798,Homo sapiens,Cysteinyl leukotriene receptor 1,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909164
CHEMBL4358,Oryctolagus cuniculus,Arachidonate 15-lipoxygenase,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909165
CHEMBL4644,Homo sapiens,Melanocortin receptor 3,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909166
CHEMBL259,Homo sapiens,Melanocortin receptor 4,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909167
CHEMBL4608,Homo sapiens,Melanocortin receptor 5,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909168
CHEMBL1951,Homo sapiens,Monoamine oxidase A,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909169
CHEMBL216,Homo sapiens,Muscarinic acetylcholine receptor M1,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909170
CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909171
CHEMBL245,Homo sapiens,Muscarinic acetylcholine receptor M3,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909172
CHEMBL1821,Homo sapiens,Muscarinic acetylcholine receptor M4,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909173
CHEMBL2035,Homo sapiens,Muscarinic acetylcholine receptor M5,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909174
CHEMBL4777,Homo sapiens,Neuropeptide Y receptor type 1,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909175
CHEMBL4018,Homo sapiens,Neuropeptide Y receptor type 2,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909176
CHEMBL612545,,Unchecked,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909177
CHEMBL3048,Rattus norvegicus,"Nitric-oxide synthase, brain",CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909178
CHEMBL3464,Mus musculus,"Nitric oxide synthase, inducible",CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909179
CHEMBL236,Homo sapiens,Delta opioid receptor,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909180
CHEMBL237,Homo sapiens,Kappa opioid receptor,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909181
CHEMBL233,Homo sapiens,Mu opioid receptor,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909182
CHEMBL612545,,Unchecked,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909183
CHEMBL612545,,Unchecked,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909184
CHEMBL612545,,Unchecked,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909185
CHEMBL1827,Homo sapiens,Phosphodiesterase 5A,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909186
CHEMBL250,Homo sapiens,Platelet activating factor receptor,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909187
CHEMBL612545,,Unchecked,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909188
CHEMBL612545,,Unchecked,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909189
CHEMBL240,Homo sapiens,HERG,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909190
CHEMBL1909044,Bos taurus,Progesterone receptor,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909191
CHEMBL4074,Oryctolagus cuniculus,Angiotensin-converting enzyme,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909192
CHEMBL4801,Homo sapiens,Caspase-1,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909193
CHEMBL4071,Homo sapiens,Cathepsin G,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909194
CHEMBL248,Homo sapiens,Leukocyte elastase,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909195
CHEMBL332,Homo sapiens,Matrix metalloproteinase-1,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909196
CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909197
CHEMBL299,Homo sapiens,Protein kinase C alpha,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909198
CHEMBL3385,Homo sapiens,MAP kinase ERK1,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909199
CHEMBL4040,Homo sapiens,MAP kinase ERK2,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909200
CHEMBL260,Homo sapiens,MAP kinase p38 alpha,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909201
CHEMBL4445,Homo sapiens,"Serine/threonine protein phosphatase 2B catalytic subunit, alpha isoform",CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909202
CHEMBL203,Homo sapiens,Epidermal growth factor receptor erbB1,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909203
CHEMBL1841,Homo sapiens,Tyrosine-protein kinase FYN,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909204
CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909205
CHEMBL258,Homo sapiens,Tyrosine-protein kinase LCK,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909206
CHEMBL3243,Homo sapiens,Leukocyte common antigen,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909207
CHEMBL612545,,Unchecked,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909208
CHEMBL273,Rattus norvegicus,Serotonin 1a (5-HT1a) receptor,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909209
CHEMBL3459,Rattus norvegicus,Serotonin 1b (5-HT1b) receptor,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909210
CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909211
CHEMBL1833,Homo sapiens,Serotonin 2b (5-HT2b) receptor,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909104
CHEMBL225,Homo sapiens,Serotonin 2c (5-HT2c) receptor,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909105
CHEMBL612545,,Unchecked,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909106
CHEMBL5017,Cavia porcellus,Serotonin 4 (5-HT4) receptor,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909107
CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909108
CHEMBL228,Homo sapiens,Serotonin transporter,CHEMBL541,BENZOIC ACID,,IC50,,,,CHEMBL1909109
